episode, step, reward
1,42,2.346031350540998
1,43,2.499778817959263
1,44,2.6119030316321674
1,45,2.731882077603758
1,46,2.8861950865219326
1,47,2.8916642457222936
1,48,2.9458404724596563
1,49,2.939258718980742
1,50,2.7870482711847724
1,51,2.69009410288348
1,52,2.6477926881781366
1,53,2.700533535745869
1,54,2.776430924709715
1,55,2.8406466525065084
1,56,2.891411667892896
1,57,2.8475793733958192
1,58,2.842330928519999
1,59,2.830095762000069
1,60,2.8901684733313076
1,61,2.9497538901773055
1,62,2.8843217028484536
1,63,2.7748883471211987
1,64,2.728996641132103
1,65,2.675591024608246
1,66,2.5881320971436983
1,67,2.6286705720933354
1,68,2.768497011436503
1,69,2.8966934153988726
1,70,2.904000044182058
1,71,2.8997284594544146
1,72,2.953172638001354
1,73,2.95781964728153
2,0,1.094408873308743
2,1,1.0986741459783287
2,2,1.0212122502106966
2,3,1.0051421507089835
2,4,0.968699864453539
2,5,0.9986927996351397
2,6,1.0280844671843115
2,7,1.0437152021627532
2,8,1.1282923990576432
2,9,1.2294860837472474
2,10,1.2770324180431551
2,11,1.3263515103881334
2,12,1.3314366832392004
2,13,1.4235847389303602
2,14,1.5092128413271313
2,15,1.5476895364764114
2,16,1.6519283029838148
2,17,1.635523620085353
2,18,1.6389572505256804
2,19,1.7010881238748226
2,20,1.6570867150056456
2,21,1.5917021916333662
2,22,1.5804055308955172
2,23,1.6512875104196993
2,24,1.7498303933311443
2,25,1.8194767086284789
2,26,1.8524048734327723
2,27,1.9142081571228498
2,28,1.9113548024424167
2,29,1.7842110158713713
2,30,1.7627562941741697
2,31,1.8033628857682025
2,32,1.8206275718152716
2,33,1.7905669028088473
2,34,1.7015728316179317
2,35,1.644544906677614
2,36,1.753081698928979
2,37,1.9049738275668413
2,38,1.9085919360552037
2,39,1.894217496773138
2,40,1.9787142266839008
2,41,2.06159231175818
2,42,2.143997927453556
2,43,2.146079333895122
2,44,2.1158507881848543
2,45,2.2080535590732198
2,46,2.377987878236669
2,47,2.521529131685589
2,48,2.5127054619766014
2,49,2.3230989422662818
3,0,0.996410622700198
3,1,1.000671154221715
3,2,0.9907023571457891
3,3,0.9790710157379351
3,4,0.9556467134862155
3,5,0.8839117716985903
3,6,0.908069208276993
3,7,0.9483467766168585
3,8,0.9622848534967778
3,9,1.022862327667329
3,10,1.0854366351051563
3,11,1.17406811283725
3,12,1.2958426683692261
3,13,1.3437735425847397
3,14,1.3737944962200948
3,15,1.4662525148153516
3,16,1.5191161926600985
3,17,1.5753995917296921
3,18,1.6957688668582585
3,19,1.741479070573275
3,20,1.772883328564976
3,21,1.8303689658006994
3,22,1.8396184364397796
3,23,1.8403708378496522
3,24,1.8694802071478978
3,25,1.8887530082155786
3,26,1.805556509227325
3,27,1.824511895336067
3,28,1.8656102223510915
3,29,1.8165114504494533
3,30,1.9172586482616418
3,31,2.082353867998679
3,32,2.2059971534166496
3,33,2.3449097940320227
3,34,2.2180479464329714
3,35,2.04231894198721
3,36,2.0398565405644096
3,37,1.9977215107171222
3,38,1.9505167234282295
3,39,1.9700386145341018
3,40,1.9408989163190176
3,41,1.8809447297153117
3,42,1.930559949538696
3,43,2.098985091258496
3,44,2.25390724364908
3,45,2.3505230950594274
3,46,2.3098966483324355
3,47,2.284026339746131
3,48,2.3269052211673937
3,49,2.369822382999421
3,50,2.403061432446648
3,51,2.3598009644507276
3,52,2.4834765545165856
3,53,2.585281656943777
3,54,2.541595715124973
3,55,2.592404908804405
3,56,2.6365859415290003
3,57,2.5897381833050805
3,58,2.6169116165949697
3,59,2.7044102262965115
3,60,2.716323785458967
3,61,2.6635209140933704
3,62,2.59820185018485
3,63,2.616007834908292
3,64,2.6802997335031975
3,65,2.6559089290506956
3,66,2.608666662848754
3,67,2.555389252312654
3,68,2.487394542573098
3,69,2.464544514469556
3,70,2.4672811734978968
3,71,2.5268803311275647
3,72,2.5368287892692765
3,73,2.539115332571887
3,74,2.5462509481644675
3,75,2.5944352353387807
3,76,2.6453665014723207
3,77,2.596113333071473
4,0,0.9331465544932632
4,1,0.9366835114097757
4,2,1.0420856358127673
4,3,1.0622035837546195
4,4,1.0314114830117331
4,5,1.079925312942041
4,6,1.0816598795838472
4,7,1.0024878671964
4,8,0.9625542249559136
4,9,1.0251887044986243
4,10,1.1424915296805993
4,11,1.2061847324704364
4,12,1.1173990007928478
4,13,1.10054868888176
4,14,1.1821666876005348
4,15,1.3061234592523963
4,16,1.5106102321988562
4,17,1.6296493103153813
4,18,1.682322783653636
4,19,1.7412379344341231
4,20,1.790541075123056
4,21,1.790612990588154
4,22,1.7690707236257361
4,23,1.7610002100792783
4,24,1.7845156804157383
4,25,1.7953783085509034
4,26,1.8069915459502384
4,27,1.9395172430139984
4,28,2.0261370899196023
4,29,2.0279490448553963
4,30,2.0225172640367584
4,31,1.898913800890079
4,32,1.882079875917282
4,33,2.0131294538805915
4,34,2.0787294542063477
4,35,2.1526908460625895
4,36,2.086557019281399
4,37,2.0819193653128982
4,38,2.163628691352378
4,39,2.1651304913685028
4,40,2.131007195672018
4,41,2.136490303251488
4,42,2.123252067993638
4,43,2.1143327436190216
4,44,2.173686515731187
4,45,2.1940769007956766
4,46,2.2232700445699303
4,47,2.174804000387908
4,48,2.1038078857454816
4,49,2.0323481684790767
4,50,1.9813666993304124
4,51,2.026298468260678
4,52,2.003169759407331
4,53,1.9204732140392147
4,54,1.8311987347786602
4,55,1.7570502647633777
4,56,1.7793158419328816
4,57,1.7878231932953634
4,58,1.8245456132203575
4,59,1.9088824001911466
4,60,2.0068335299133566
4,61,1.9894285217386005
4,62,1.813728811068608
4,63,1.783563135386334
4,64,1.807300329772157
4,65,1.8305359545305302
4,66,1.7879938689445805
4,67,1.7502709515923331
4,68,1.7883545950819264
4,69,1.831599459333833
4,70,1.7963698123402632
4,71,1.7897414547281334
4,72,1.7712843708652644
4,73,1.6974030534112101
4,74,1.7546093492306927
4,75,1.8627757311134772
4,76,1.812997446293687
4,77,1.7312683640757558
4,78,1.7589059232632764
4,79,1.8350724897479973
4,80,1.8264024181353062
4,81,1.8153022422029597
4,82,1.8636429135318162
4,83,1.836417808412266
4,84,1.8516624039845155
4,85,1.9101217555506809
4,86,1.8830210736930404
4,87,1.8709229103123277
4,88,1.9836934219802667
4,89,2.1189363950434394
4,90,2.094142359583864
4,91,2.0067969816834457
4,92,2.084055067759906
4,93,2.1879739253495423
4,94,2.1812378800288803
4,95,2.2686901972689593
4,96,2.4942224672027167
4,97,2.5506115331364425
4,98,2.5072793575660675
4,99,2.4937681832403698
4,100,2.499006093749808
4,101,2.5406867834267537
4,102,2.5891996430137656
4,103,2.5287237490153487
4,104,2.4831888052659035
4,105,2.6183866120787904
4,106,2.707583575329008
4,107,2.7326505072258374
4,108,2.7713681030432773
4,109,2.7356293439392307
4,110,2.673184632448511
4,111,2.595349887234284
4,112,2.511521869129392
4,113,2.586226803270721
4,114,2.632633892234407
4,115,2.487210761201261
4,116,2.5079374327722768
4,117,2.627379037278758
4,118,2.6877684471046175
4,119,2.7093036736760223
4,120,2.7784742223996632
4,121,2.9200462771489666
4,122,2.9244487146074447
4,123,2.939873331710572
4,124,2.9883898678724674
5,0,0.9667902769917284
5,1,0.9467534180882203
5,2,0.9552896992584038
5,3,0.945537105033011
5,4,0.9569829273736495
5,5,1.0590580325928995
5,6,1.103022093730837
5,7,1.0495566770913458
5,8,1.0323166842147438
5,9,1.1488040162648785
5,10,1.3107254417794758
5,11,1.4004247919457795
5,12,1.3331280757439805
5,13,1.342054069691753
5,14,1.5211174943040442
5,15,1.523906102894155
5,16,1.522090033298196
5,17,1.6049424224985491
5,18,1.6199126423074233
5,19,1.6209731214429066
5,20,1.6474762021659641
5,21,1.665446225875251
5,22,1.7336408228970073
5,23,1.8574958068212875
5,24,1.8481903427103665
5,25,1.7239687814485514
5,26,1.7238502475600666
5,27,1.7624684758043194
5,28,1.8158680151147373
5,29,1.7860371307295693
5,30,1.7743928256202146
5,31,1.8579754840897875
5,32,1.9803743846657034
5,33,2.0670264239549976
5,34,1.9725729912358692
5,35,1.9780229238936387
5,36,1.9814423933953111
5,37,1.894967099537848
5,38,1.891764804290002
5,39,1.8809803118922117
5,40,1.9142057876806795
5,41,2.0205189174480336
5,42,2.1048112935524044
5,43,2.1997034354821903
5,44,2.3939042476299472
5,45,2.4783140491169977
5,46,2.384508976179043
5,47,2.31972535277479
5,48,2.280503246340291
5,49,2.2889980265528873
5,50,2.315431127925709
5,51,2.314149735942989
5,52,2.294379665890133
5,53,2.293779605620467
5,54,2.3232799757875324
5,55,2.3674657730551982
5,56,2.3955888207521396
5,57,2.395848889854304
6,0,0.9850833062126543
6,1,0.9529204604135109
6,2,0.9385779061134273
6,3,0.9081339810156148
6,4,0.9463038203828527
6,5,0.9974588706635089
6,6,1.0560725597125051
6,7,1.027125012519842
6,8,0.9875182497021293
6,9,1.1625224817657849
6,10,1.390477929205775
6,11,1.5666774104626584
6,12,1.5529340764241695
6,13,1.447742889410436
6,14,1.433204170441087
6,15,1.4087380492996038
6,16,1.4029416734809388
6,17,1.50408485613336
6,18,1.5317293629006434
6,19,1.514409122437368
6,20,1.4889881431100123
6,21,1.5521889986162207
6,22,1.6053357323240829
6,23,1.5736800793797312
6,24,1.6168526446647598
6,25,1.6861166246949737
6,26,1.8177557576742145
6,27,1.8899881572015937
6,28,1.78179589453006
6,29,1.6630499425408913
6,30,1.6411153801933576
6,31,1.6865003737073136
6,32,1.7123286924529708
6,33,1.7850192425036178
6,34,1.847544250149027
6,35,1.8302168139007369
6,36,1.783643655287597
6,37,1.7129194090796307
6,38,1.7662498876681885
6,39,1.8361186232957185
6,40,1.8976158436481436
6,41,2.06980354966706
6,42,2.1892239960988653
6,43,2.1734206305820107
6,44,2.149169554930096
6,45,2.129024600720172
6,46,2.11643746630413
6,47,2.306403202175034
6,48,2.391262401974536
6,49,2.3831146805964294
6,50,2.4631914256522833
6,51,2.5027211470815303
6,52,2.562954766893231
6,53,2.7076990934989604
6,54,2.857091419026031
6,55,2.7897035652087263
6,56,2.6322676138532572
6,57,2.6499793808253553
6,58,2.7111454137753537
6,59,2.646415823833658
6,60,2.565758831610003
6,61,2.542299819934957
6,62,2.6138897649619572
6,63,2.564744120186954
6,64,2.4105628144088396
6,65,2.395593661085922
6,66,2.493159887622071
6,67,2.59706259610789
6,68,2.715347197278148
6,69,2.7643254918570386
6,70,2.6739823964482063
6,71,2.62522456235828
7,0,1.0433928221172875
7,1,0.9962046443149846
7,2,0.9069018999426554
7,3,0.9180226032742268
7,4,0.9485813763474489
7,5,0.8779294194150855
7,6,0.8895951297475433
7,7,0.8957896720322125
7,8,0.8223670824726316
7,9,0.8638964156475583
7,10,0.9521037276959612
7,11,0.918425037760954
7,12,0.9822181264045504
7,13,1.119187127289369
7,14,1.1765871156118435
7,15,1.2346786959455691
7,16,1.3810350346339102
7,17,1.5009605353269848
7,18,1.4848923457712961
7,19,1.5139231683794598
7,20,1.679984954162652
7,21,1.7975593391944036
7,22,1.86582279668458
7,23,1.8336562844655933
7,24,1.8196031834372177
7,25,1.921930405445515
7,26,1.9386066971187932
7,27,1.8538209828266012
7,28,1.8356632212359412
7,29,1.8353898323933793
7,30,1.810005071651253
7,31,1.913932834302973
7,32,1.9815278345960174
7,33,1.99558438110805
7,34,1.9301947101603685
7,35,1.905683237057455
7,36,2.064092660863579
7,37,2.2400607646054675
7,38,2.2240573441914946
7,39,2.2021110601322755
7,40,2.2560095104517033
7,41,2.2274638203435546
7,42,2.3160421678416934
7,43,2.5025722364519583
7,44,2.617832735530741
7,45,2.7296697095353135
7,46,2.782524077007126
7,47,2.700643491350289
7,48,2.668128968195652
7,49,2.7479277072662844
7,50,2.8490896759461757
7,51,2.801276927685744
7,52,2.7245687621998016
7,53,2.7036381014162103
7,54,2.6807944819915352
7,55,2.6556388380463645
7,56,2.6008429960642006
7,57,2.6089597063845242
7,58,2.548627753222937
7,59,2.514331233899514
7,60,2.6882040026882956
7,61,2.9332853908574252
7,62,2.9468684940983394
7,63,2.8535378737916854
7,64,2.9201818465527865
7,65,2.9000562011214988
7,66,2.888189317518636
7,67,2.946882037180784
7,68,2.938642315029602
7,69,2.987865673778384
7,70,3.0491180424924322
7,71,3.0261795101363638
7,72,2.9631506684674553
7,73,3.0067610471170543
7,74,3.0840236206222307
7,75,3.0444290743259512
7,76,3.1335680025921966
7,77,3.2685937907585125
7,78,3.3595173622245182
7,79,3.352678352266652
7,80,3.2201854237258503
7,81,3.113898589315871
7,82,3.0448844818201035
7,83,3.112722371835163
7,84,3.1824068075502914
7,85,3.2028732714588815
7,86,3.100229877354905
7,87,3.0792279106659617
7,88,3.083582076740196
7,89,3.0023172409361667
7,90,3.0193277237194978
7,91,3.046620252525608
8,0,1.0483179784686163
8,1,1.0456410272029573
8,2,1.0140827361582034
8,3,1.0524511068134275
8,4,0.9660726593329285
8,5,0.9459190268231973
8,6,1.0402810746220603
8,7,1.0648281391549745
8,8,1.0174268309398145
8,9,0.9437248278516055
8,10,0.9852717033617955
8,11,1.2009625642797652
8,12,1.274873981028187
8,13,1.3201435321650152
8,14,1.3554717813734223
8,15,1.3874048311792389
8,16,1.4739499634899824
8,17,1.459995879354718
8,18,1.4249945666922104
8,19,1.4991616513908954
8,20,1.558590775489429
8,21,1.4503317778153246
8,22,1.421917680555545
8,23,1.3626984303988494
8,24,1.2629493044739806
8,25,1.3119142052189139
8,26,1.417167850738008
8,27,1.470392343342153
8,28,1.4276958146764513
8,29,1.3730372551165004
8,30,1.4439342544169904
8,31,1.5242485130136592
8,32,1.4881983525270277
8,33,1.4821583554387243
8,34,1.5265560501924935
8,35,1.607608294076776
8,36,1.6936617967508
8,37,1.7876837504027758
8,38,1.8712170078700867
8,39,1.9303082771838755
8,40,2.0206514761342333
8,41,2.006750827257021
8,42,1.9510302659285241
8,43,1.9496015973334637
8,44,2.0293757853283334
8,45,2.028819245156261
8,46,1.9721978667481945
8,47,1.943560617808813
8,48,1.9334514445427358
8,49,1.939950256173427
8,50,1.8529707964909403
8,51,1.750266583007948
8,52,1.757916426053687
8,53,1.716523461316412
8,54,1.6925254088022614
8,55,1.818233055171331
8,56,1.7962801185310102
8,57,1.7320241376523142
8,58,1.8752285097264745
8,59,2.054682403763386
8,60,2.0790737356969298
8,61,1.9042678591586657
8,62,1.75337222803746
8,63,1.7891044884459253
8,64,1.9978104515414574
8,65,2.0250009229507087
8,66,1.940629335326599
8,67,1.8948233968375552
8,68,1.8885608357859756
8,69,1.8524214860792296
8,70,1.749226325399481
8,71,1.809479613530354
8,72,2.0129199473932915
8,73,2.187372565711153
8,74,2.2608227484562624
8,75,2.3107602953680653
8,76,2.3954554124347185
8,77,2.445949756593989
8,78,2.469887129172176
8,79,2.4649978776317787
8,80,2.5917065429946256
8,81,2.7586854035945416
8,82,2.7739714848978045
9,0,0.9979467695426725
9,1,1.006953312663065
9,2,0.9790345105144466
9,3,0.9460032395778025
9,4,0.9617802974049445
9,5,0.9793618248753345
9,6,0.9026271523781921
9,7,0.8774951171989605
9,8,0.8551867571808603
9,9,0.873077613290891
9,10,0.8776120110847178
9,11,0.7910338331545977
9,12,0.8253152319741879
9,13,0.9380769279445794
9,14,1.093884180527488
9,15,1.2018739867563923
9,16,1.2085504150807331
9,17,1.101153917948017
9,18,0.9928439609742427
9,19,1.0076900445911932
9,20,1.0311006789649961
9,21,1.095209016316862
9,22,1.2040455044709122
9,23,1.3451489899776716
9,24,1.4109464039157842
9,25,1.3272729888544326
9,26,1.225842600891273
9,27,1.189024147318007
9,28,1.219860604082038
9,29,1.1995781613138607
9,30,1.1312092333546528
9,31,1.1945781508777689
9,32,1.3327833104459177
9,33,1.431963548336851
9,34,1.4017531121599078
9,35,1.3283080639805815
9,36,1.4420997242592466
9,37,1.5012359030380376
9,38,1.421232477020596
9,39,1.4070012756670989
9,40,1.5099259910865173
9,41,1.5855220897119293
9,42,1.680316014323706
9,43,1.7598908712721517
9,44,1.6482625586883188
9,45,1.6192405118025466
9,46,1.7634554515408243
9,47,1.8433707210571948
9,48,1.9576220445279295
9,49,2.1048065593207794
9,50,2.070219319009186
9,51,2.0075517693160503
9,52,1.9413621424680914
9,53,1.9620078491615764
9,54,2.045819446133543
9,55,2.068856769405219
9,56,2.2095969274604697
9,57,2.266211808309248
9,58,2.1580846263737223
9,59,2.1404529298259742
9,60,2.0829915892991595
9,61,2.078145208284901
9,62,2.118016983137434
9,63,2.1798256487051195
9,64,2.3361322461655063
9,65,2.4107799248284176
9,66,2.369859333061419
9,67,2.396571088810563
9,68,2.4429232429822454
9,69,2.3874670491065437
9,70,2.366927131089664
9,71,2.3673987436620942
9,72,2.2654589893149217
9,73,2.2109225080418526
9,74,2.282183174151246
9,75,2.393048026021329
9,76,2.348165874646663
9,77,2.322967399780729
9,78,2.4683244929681667
9,79,2.4992431980049257
10,0,1.0192337650052135
10,1,0.9864111851054903
10,2,0.9821183762773885
10,3,0.9876516246618646
10,4,0.9181934050063351
10,5,0.9526115594872214
10,6,1.017644727059701
10,7,1.008949258394364
10,8,1.0430555896921974
10,9,1.1789953012227614
10,10,1.3806658608114155
10,11,1.3721136635463846
10,12,1.2413475494066817
10,13,1.1820683354206776
10,14,1.2704832650687286
10,15,1.3387253673264121
10,16,1.4121187467180831
10,17,1.4880500604542117
10,18,1.4784820432663173
10,19,1.516680453836002
10,20,1.6172881394653924
10,21,1.6680356412375754
10,22,1.6970448011089472
10,23,1.7001098828709982
10,24,1.6834952379305883
10,25,1.7544366736363373
10,26,1.780736950577668
10,27,1.741404298819823
10,28,1.7069213480977175
10,29,1.832136335240702
10,30,1.8288340990449363
10,31,1.7965235361606893
10,32,1.8739786659388156
10,33,1.922259511466953
10,34,2.0667319937908477
10,35,2.0675155596792343
10,36,1.8819804428998204
10,37,1.892383012209441
10,38,2.0483133030125384
10,39,2.189683938177184
10,40,2.2618385616773544
10,41,2.3072555512218824
10,42,2.3362197540929763
10,43,2.2550559439383884
10,44,2.2179960672144134
10,45,2.2904946202241288
10,46,2.3648931982853947
10,47,2.413924373397636
10,48,2.4603334962390178
10,49,2.5155265129520656
10,50,2.4853118376085273
10,51,2.531805216698752
10,52,2.619579601302051
10,53,2.6099389486281495
10,54,2.6550627347931903
10,55,2.7471272235276234
10,56,2.713851567974578
10,57,2.6541867031572015
10,58,2.696579982444679
10,59,2.750236569464759
10,60,2.925386932385835
10,61,3.02161810796369
10,62,2.909842893782848
10,63,2.949409043314727
10,64,3.0006561272656094
10,65,2.882688775763915
10,66,2.82272362906906
10,67,2.9196476779455636
10,68,3.1252756581174728
10,69,3.141141702161634
10,70,3.1036416961370303
10,71,3.1942404776031186
11,0,1.0655572913942226
11,1,1.0698421155260955
11,2,1.0706009500096303
11,3,1.0454112469562817
11,4,0.9845261777877585
11,5,0.9698939824733842
11,6,0.9666491168786093
11,7,1.0367117920099387
11,8,1.1996410378432367
11,9,1.3284649761326122
11,10,1.508293546419357
11,11,1.5872295648077757
11,12,1.4911209148622817
11,13,1.5475816695556615
11,14,1.5248357116023517
11,15,1.4440834281017543
11,16,1.5099235635306152
11,17,1.531372043572575
11,18,1.551341604787046
11,19,1.6596760422384949
11,20,1.6940843282780478
11,21,1.7494019100096192
11,22,1.9499132365717995
11,23,2.0439911642977453
11,24,2.0765282844522353
11,25,2.19388283405271
11,26,2.1750243908698135
11,27,2.1559620311076575
11,28,2.271131074684513
11,29,2.3743941984599988
11,30,2.280583707604499
11,31,2.1787166583479407
11,32,2.122599398572307
11,33,1.9643071257002453
11,34,1.880874047065446
11,35,1.9193579871191024
11,36,1.980987837574482
11,37,2.0039297374968044
11,38,1.9559955501088067
11,39,1.9504506972140498
11,40,2.0016259868433703
11,41,2.0384123411496096
11,42,2.0312498325821964
11,43,1.9751288140907701
11,44,1.960536132029152
11,45,1.9835113194983938
11,46,1.9865287543570906
11,47,2.004566136579904
11,48,2.0777079789803525
11,49,2.1644174039666666
11,50,2.2135526531404435
11,51,2.2153611660156423
11,52,2.255998852265159
11,53,2.404321935835623
11,54,2.511281766210933
11,55,2.5844580711491876
11,56,2.7286152855669674
11,57,2.8533491943474623
12,0,0.9986590568410741
12,1,0.9989137643677704
12,2,0.9718873085306327
12,3,0.9938768425578185
12,4,0.9984063497637917
12,5,0.9714058941845654
12,6,1.0559596433782275
12,7,1.1589623602785344
12,8,1.1867071309349642
12,9,1.103908753072843
12,10,1.0622108440934916
12,11,1.1014906153759845
12,12,1.134104826520428
12,13,1.1883037863702604
12,14,1.3286239911243456
12,15,1.4583843463143331
12,16,1.4518243281398624
12,17,1.389610607191579
12,18,1.4526116657768393
12,19,1.6199704491637485
12,20,1.6470902508867253
12,21,1.5663716957251996
12,22,1.6480736236369842
12,23,1.7215655096469207
12,24,1.7448697185701765
12,25,1.8057061828103158
12,26,1.8081816159227697
12,27,1.8310515307370365
12,28,2.0254683826543065
12,29,2.0718301085073643
12,30,1.946818127994388
12,31,1.8667904164113462
12,32,1.7995921596409585
12,33,1.8403868262099334
12,34,1.9182230602732226
12,35,1.8217527049876945
12,36,1.8249021623904873
12,37,1.9314989160131457
12,38,2.0213135452158055
12,39,2.0872181944672747
12,40,2.1069749081105664
12,41,2.1743564390082226
12,42,2.167338029781351
12,43,2.1407537055020236
12,44,2.1381368392125317
12,45,2.1753520662989274
12,46,2.114679432282135
12,47,2.0833105145013335
12,48,2.0964863592585266
12,49,2.0752058228396066
12,50,2.041274484724743
12,51,2.0445814356986287
12,52,2.1738759086293955
12,53,2.1931204571706573
12,54,2.150937190364287
12,55,2.1176307178827236
12,56,2.1334842456931584
12,57,2.045508712592704
12,58,2.005399812057143
12,59,2.0648399879471335
12,60,2.069340595704401
12,61,2.0850230755371983
12,62,2.099029646996419
12,63,2.1863350188059774
12,64,2.267681019548579
12,65,2.2574026775930056
12,66,2.397966318125098
12,67,2.5356614323847557
12,68,2.4441914365320945
12,69,2.353671781791116
12,70,2.436888138368444
12,71,2.4991919952533834
13,0,1.0240129901471238
13,1,1.0126524766323528
13,2,1.0139005254951452
13,3,1.0131208584926796
13,4,0.9513536862858175
13,5,0.9474155653080106
13,6,1.0086796314746775
13,7,1.0761346181053175
13,8,1.206887513679217
13,9,1.4049281704722705
13,10,1.473212393073362
13,11,1.4121032423428843
13,12,1.5158584225310594
13,13,1.597787660976167
13,14,1.6125821035669614
13,15,1.7115452698678704
13,16,1.790187056203663
13,17,1.778435520500765
13,18,1.709138976265774
13,19,1.6409901803851854
13,20,1.596810895395431
13,21,1.697077466343193
13,22,1.7369228755488386
13,23,1.6827699819775985
13,24,1.7423628328396825
13,25,1.7616275694092491
13,26,1.7468258869842859
13,27,1.8021111915136092
13,28,1.7620086581344387
13,29,1.6898946295978816
13,30,1.709306361387128
13,31,1.6509010407076417
13,32,1.5931715861804217
13,33,1.6285858070670807
13,34,1.6820024624705208
13,35,1.730112319239263
13,36,1.7464466867312898
13,37,1.8611362324446097
13,38,2.018266055534902
13,39,2.1555332101342644
13,40,2.2301477536173757
13,41,2.2497307408504343
13,42,2.192469570771593
13,43,2.12859150902365
13,44,2.0867593734596017
13,45,1.9852519147140055
13,46,1.8966661949952721
13,47,2.009655444025216
13,48,2.21292158788373
13,49,2.2908399566473565
13,50,2.3186464805276064
13,51,2.3603072794504767
13,52,2.431007922657292
13,53,2.5139200071113
13,54,2.5929837584835744
13,55,2.702535291621293
13,56,2.7121315715831207
13,57,2.6526428840900285
13,58,2.651025790807463
13,59,2.5369107337711188
13,60,2.4792046035189554
13,61,2.517390228478075
13,62,2.6391762382315096
13,63,2.7022164594587728
13,64,2.5937877843791486
13,65,2.5450659526685433
13,66,2.602429632940282
13,67,2.658953179505641
13,68,2.594228490669306
13,69,2.5416265430448757
13,70,2.528783712483019
13,71,2.4621738686749066
13,72,2.3650927686037346
13,73,2.4313240758177304
13,74,2.579412693398694
13,75,2.521054123277198
13,76,2.4556180318202374
13,77,2.5130243762081523
